matiere,annee,num_question,texte_question
histoire-géo,2024,9,citer les pays voisins dé la rdc ilustrez par un schéma simple
histoire-géo,2024,10,definir un climat tropical comparez avec une notion préééoche
histoire-géo,2024,11,citer dés organisations internationales rsumez entier quelques lignes
histoire-géo,2024,12,citer les ocans du monde donez une définition complte
histoire-géo,2024,13,definir la mondialisation prééésentez les étapes préééincipales
histoire-géo,2024,14,citer les ocans du monde expliquez avec un exemple concret
histoire-géo,2024,15,definir un climat tropical prééésentez les avantages entier limites
histoire-géo,2024,16,expliquer les consquences dé la seconde guerre mondiale rsumez entier quelques lignes
histoire-géo,2024,17,definir une carte gographique prééésentez les étapes préééincipales
histoire-géo,2024,18,expliquer le rôle dé l onu rsumez entier quelques lignes
histoire-géo,2024,19,citer les préééovinces dé la rdc prééésentez les étapes préééincipales
histoire-géo,2024,20,citer les préééovinces dé la rdc prééésentez les avantages entier limites
physique-chimie,2020,1,definir l énergie cintique ilustrez par un schéma simple
physique-chimie,2020,2,definir la vitesse ilustrez par un schéma simple
physique-chimie,2020,3,difrencier masse entier poids expliquez selon le préééograme dé finaliste
physique-chimie,2020,4,calculer un travail mcanique comparez avec une notion préééoche
physique-chimie,2020,5,definir une raction chimique donez déux exemple préécis
physique-chimie,2020,6,definir la tension lectrique donez une aplication pratique
physique-chimie,2020,7,definir une raction chimique donez une aplication pratique
physique-chimie,2020,8,definir l vaporation donez une définition complte
physique-chimie,2020,9,quilibrer une équation chimique donez déux exemple préécis
physique-chimie,2020,10,definir la tension lectrique prééésentez les étapes préééincipales
physique-chimie,2020,11,expliquer la réfraction ilustrez par un schéma simple
physique-chimie,2020,12,definir l énergie cintique prééésentez les étapes préééincipales
physique-chimie,2020,13,expliquer la fusion expliquez selon le préééograme dé finaliste
physique-chimie,2020,14,calculer un travail mcanique expliquez avec un exemple concret
physique-chimie,2020,15,definir la vitesse expliquez selon le préééograme dé finaliste
physique-chimie,2020,16,calculer un travail mcanique rsumez entier quelques lignes
physique-chimie,2020,17,noncer la loi d ohm donez déux exemple préécis
physique-chimie,2020,18,calculer une préééesion donez une définition complte
physique-chimie,2020,19,donner la formule dé la puissance lectrique expliquez avec un exemple concret
physique-chimie,2020,20,donner la formule dé la puissance lectrique donez une définition complte
mathématiques,2025,1,tracer un tableau dé signe donez une définition complte
mathématiques,2025,2,tracer un tableau dé signe donez une définition complte
mathématiques,2025,3,calculer une aire comparez avec une notion préééoche
mathématiques,2025,4,definir une suite gomtrique donez déux exemple préécis
mathématiques,2025,5,calculer une limite donez une définition complte
mathématiques,2025,6,definir une suite gomtrique donez déux exemple préécis
mathématiques,2025,7,tracer un tableau dé signe expliquez avec un exemple concret
mathématiques,2025,8,dterminer une image par fonction donez déux exemple préécis
mathématiques,2025,9,calculer le discriminant expliquez avec un exemple concret
mathématiques,2025,10,résoudre une équation logarithmique comparez avec une notion préééoche
mathématiques,2025,11,definir une suite arithmtique donez déux exemple préécis
mathématiques,2025,12,calculer une limite ilustrez par un schéma simple
mathématiques,2025,13,calculer un sinus prééésentez les étapes préééincipales
mathématiques,2025,14,résoudre un système d équations prééésentez les étapes préééincipales
mathématiques,2025,15,definir une suite arithmtique prééésentez les avantages entier limites
mathématiques,2025,16,dterminer une image par fonction prééésentez les étapes préééincipales
mathématiques,2025,17,calculer un sinus prééésentez les étapes préééincipales
mathématiques,2025,18,dterminer une équation dé droite donez déux exemple préécis
mathématiques,2025,19,dveloper une expression donez une définition complte
mathématiques,2025,20,dterminer une primitive donez déux exemple préécis
histoire-géo,2019,1,citer les résources minires dé la rdc rsumez entier quelques lignes
histoire-géo,2019,2,citer les causes dé la préééemire guerre mondiale donez une définition complte
histoire-géo,2019,3,citer les résources minires dé la rdc donez une aplication pratique
histoire-géo,2019,4,citer les ocans du monde rsumez entier quelques lignes
histoire-géo,2019,5,definir la mondialisation rsumez entier quelques lignes
histoire-géo,2019,6,expliquer l urbanisation prééésentez les avantages entier limites
histoire-géo,2019,7,citer dés organisations internationales prééésentez les étapes préééincipales
histoire-géo,2019,8,expliquer les migrations rsumez entier quelques lignes
histoire-géo,2019,9,definir latitude entier longitude comparez avec une notion préééoche
histoire-géo,2019,10,citer les résources minires dé la rdc prééésentez les avantages entier limites
histoire-géo,2019,11,definir la savane donez une aplication pratique
histoire-géo,2019,12,expliquer l importance du fleuve congo expliquez selon le préééograme dé finaliste
histoire-géo,2019,13,expliquer les migrations ilustrez par un schéma simple
histoire-géo,2019,14,definir la mondialisation expliquez avec un exemple concret
histoire-géo,2019,15,expliquer l importance du fleuve congo prééésentez les étapes préééincipales
histoire-géo,2019,16,citer dés organisations internationales comparez avec une notion préééoche
histoire-géo,2019,17,expliquer les migrations prééésentez les étapes préééincipales
histoire-géo,2019,18,citer les préééovinces dé la rdc donez une définition complte
histoire-géo,2019,19,citer les pays voisins dé la rdc donez une aplication pratique
histoire-géo,2019,20,definir la colonisation prééésentez les avantages entier limites
histoire-géo,2023,1,citer dés organisations internationales expliquez selon le préééograme dé finaliste
histoire-géo,2023,2,expliquer l importance du fleuve congo donez une aplication pratique
histoire-géo,2023,3,definir latitude entier longitude donez une aplication pratique
histoire-géo,2023,4,definir un climat tropical prééésentez les avantages entier limites
histoire-géo,2023,5,definir une carte gographique expliquez selon le préééograme dé finaliste
histoire-géo,2023,6,definir la colonisation prééésentez les étapes préééincipales
histoire-géo,2023,7,citer dés organisations internationales expliquez avec un exemple concret
histoire-géo,2023,8,expliquer l urbanisation expliquez selon le préééograme dé finaliste
histoire-géo,2023,9,definir un climat tropical donez déux exemple préécis
histoire-géo,2023,10,citer les résources minires dé la rdc prééésentez les avantages entier limites
histoire-géo,2023,11,definir une carte gographique donez une aplication pratique
histoire-géo,2023,12,citer les ocans du monde rsumez entier quelques lignes
histoire-géo,2023,13,expliquer le rôle dé l onu comparez avec une notion préééoche
histoire-géo,2023,14,citer les ocans du monde ilustrez par un schéma simple
histoire-géo,2023,15,definir la savane comparez avec une notion préééoche
histoire-géo,2023,16,expliquer l importance du fleuve congo rsumez entier quelques lignes
histoire-géo,2023,17,citer les préééovinces dé la rdc prééésentez les étapes préééincipales
histoire-géo,2023,18,citer les préééovinces dé la rdc donez une aplication pratique
histoire-géo,2023,19,definir la mondialisation rsumez entier quelques lignes
histoire-géo,2023,20,definir une carte gographique expliquez avec un exemple concret
biologie,2018,1,expliquer le rôle dé l ADN ilustrez par un schéma simple
biologie,2018,2,definir un tisu donez une aplication pratique
biologie,2018,3,citer les organes digestifs donez déux exemple préécis
biologie,2018,4,definir un cosystme comparez avec une notion préééoche
biologie,2018,5,donner les groupes sanguins rsumez entier quelques lignes
biologie,2018,6,difrencier virus entier bactrie donez une aplication pratique
biologie,2018,7,citer les organes digestifs prééésentez les avantages entier limites
biologie,2018,8,donner les groupes sanguins donez une définition complte
biologie,2018,9,expliquer le rôle du noyau ilustrez par un schéma simple
biologie,2018,10,citer les besoins nutritifs dés plantes ilustrez par un schéma simple
biologie,2018,11,expliquer le rôle dé l ADN rsumez entier quelques lignes
biologie,2018,12,definir la mitose prééésentez les étapes préééincipales
biologie,2018,13,donner les groupes sanguins expliquez avec un exemple concret
biologie,2018,14,expliquer le rôle du noyau donez une aplication pratique
biologie,2018,15,expliquer le rôle dés globules rouges donez une aplication pratique
biologie,2018,16,citer dés maladies infectieuses rsumez entier quelques lignes
biologie,2018,17,citer dés maladies infectieuses donez une définition complte
biologie,2018,18,citer dés maladies infectieuses ilustrez par un schéma simple
